,TITLE,SENTENCE,WORD_COUNT,IS_STOP_COUNT,POS_TAGS,STRUCTURED_POS,LENGTH_CATEGORY,STOP_CATEGORY,POS_CATEGORY
10,Bridging Cognition and Socioculturalism Within Conceptual Change Research- Unnecessary Foray or Unachievable Feat,"Moreover, where does knowledge ultimately residefor those in these varied cognitive or sociocultural positions?Is it found in mental structures of the mind (i.e., mental repre - sentation or models) or is it nested in the environment or alive only in group interactions (i.e., situated phenomena)?Halldén, Haglund, and Strömdahl (2007) put forward thisvery fundamental quandary at the conclusion of their articlewhen they stated that “there is the debate whether knowledgeis to be looked upon as personal and residing within the indi - vidual or if it is embraced within discursive practices and cul - tural tools” (p",96,45,"{'ADV': 4, 'PUNCT': 16, 'SCONJ': 5, 'AUX': 4, 'VERB': 11, 'PRON': 7, 'ADP': 10, 'DET': 6, 'ADJ': 12, 'CCONJ': 8, 'NOUN': 17, 'X': 2, 'NUM': 2, 'PROPN': 4, 'PART': 1}","['ADV', 'PUNCT', 'SCONJ', 'AUX', 'VERB', 'ADV', 'VERB', 'PRON', 'ADP', 'DET', 'ADJ', 'ADJ', 'CCONJ', 'ADJ', 'NOUN', 'PRON', 'VERB', 'ADP', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'X', 'PUNCT', 'ADJ', 'NOUN', 'PUNCT', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT', 'CCONJ', 'AUX', 'PRON', 'VERB', 'ADP', 'DET', 'NOUN', 'CCONJ', 'ADJ', 'ADV', 'ADP', 'NOUN', 'NOUN', 'PUNCT', 'X', 'PUNCT', 'VERB', 'NUM', 'PUNCT', 'PROPN', 'PUNCT', 'CCONJ', 'PROPN', 'PUNCT', 'NUM', 'PUNCT', 'VERB', 'ADV', 'NOUN', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'PRON', 'NOUN', 'PRON', 'VERB', 'SCONJ', 'PUNCT', 'PRON', 'VERB', 'DET', 'NOUN', 'SCONJ', 'PROPN', 'PART', 'AUX', 'VERB', 'SCONJ', 'ADP', 'ADJ', 'CCONJ', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT', 'ADJ', 'CCONJ', 'SCONJ', 'PRON', 'AUX', 'VERB', 'ADP', 'ADJ', 'NOUN', 'CCONJ', 'ADJ', 'PUNCT', 'ADJ', 'NOUN', 'PUNCT', 'PUNCT', 'PROPN']",Long,High,High
11,Bridging Cognition and Socioculturalism Within Conceptual Change Research- Unnecessary Foray or Unachievable Feat,The intersection of these basic questions about where knowledge comes from and where it resides creates anepistemological space that serves to frame the array oflearning theories,26,12,"{'DET': 3, 'NOUN': 7, 'ADP': 3, 'ADJ': 2, 'SCONJ': 2, 'VERB': 5, 'CCONJ': 1, 'PRON': 2, 'PART': 1}","['DET', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'SCONJ', 'NOUN', 'VERB', 'ADP', 'CCONJ', 'SCONJ', 'PRON', 'VERB', 'VERB', 'ADJ', 'NOUN', 'PRON', 'VERB', 'PART', 'VERB', 'DET', 'NOUN', 'NOUN', 'NOUN']",Long,High,High
12,Bridging Cognition and Socioculturalism Within Conceptual Change Research- Unnecessary Foray or Unachievable Feat,"For the sake of discussion, I offer a tenta - tive placement of several learning theories within this mul - tidimensional space (see Figure 1), including those related to the programs of research presented in this special issue.Of course, I do so with the understanding that others maywell position these theories differently",52,25,"{'ADP': 8, 'DET': 7, 'NOUN': 12, 'PUNCT': 8, 'PRON': 4, 'VERB': 8, 'ADJ': 5, 'PROPN': 2, 'NUM': 1, 'ADV': 4}","['ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'DET', 'ADJ', 'PUNCT', 'NOUN', 'NOUN', 'ADP', 'ADJ', 'VERB', 'NOUN', 'ADP', 'DET', 'ADJ', 'PUNCT', 'ADJ', 'NOUN', 'PUNCT', 'VERB', 'PROPN', 'NUM', 'PUNCT', 'PUNCT', 'VERB', 'PRON', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'ADV', 'ADV', 'PUNCT', 'PRON', 'VERB', 'ADV', 'ADP', 'DET', 'NOUN', 'PRON', 'NOUN', 'PROPN', 'VERB', 'DET', 'NOUN', 'ADV']",Long,High,Low
13,Bridging Cognition and Socioculturalism Within Conceptual Change Research- Unnecessary Foray or Unachievable Feat,"Nonetheless, within this multidimensional space, we encounter theories thatgive primacy to the individual mind as both the constructorof knowledge and its repository (e.g., radical con-structivism)",25,10,"{'ADV': 2, 'PUNCT': 6, 'ADP': 3, 'DET': 3, 'ADJ': 3, 'NOUN': 9, 'PRON': 2, 'VERB': 2, 'CCONJ': 2}","['ADV', 'PUNCT', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'NOUN', 'VERB', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'CCONJ', 'DET', 'NOUN', 'NOUN', 'CCONJ', 'PRON', 'NOUN', 'PUNCT', 'ADV', 'PUNCT', 'ADJ', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT']",Long,High,Low
14,Bridging Cognition and Socioculturalism Within Conceptual Change Research- Unnecessary Foray or Unachievable Feat,"In contrast, there are those theories that locateboth the source and location of knowledge, or more pre - cisely knowing, within the immediate social context and human interactions (e.g., socioculturalism)",30,13,"{'ADP': 3, 'NOUN': 8, 'PUNCT': 7, 'PRON': 1, 'VERB': 3, 'DET': 3, 'SCONJ': 1, 'CCONJ': 3, 'ADJ': 5, 'ADV': 2}","['ADP', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'DET', 'NOUN', 'SCONJ', 'VERB', 'DET', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'CCONJ', 'ADJ', 'ADJ', 'PUNCT', 'ADV', 'VERB', 'PUNCT', 'ADP', 'DET', 'ADJ', 'ADJ', 'NOUN', 'CCONJ', 'ADJ', 'NOUN', 'PUNCT', 'ADV', 'PUNCT', 'NOUN', 'PUNCT']",Long,High,Medium
15,Bridging Cognition and Socioculturalism Within Conceptual Change Research- Unnecessary Foray or Unachievable Feat,"For the currentdiscussion, I refer to these more extremely positionedlearning theories, be they cognitive or sociocultural, as“hard perspectives.” Between these more extreme epistemological stances, we can position the majority of learning theories and programsof research on conceptual change",38,18,"{'ADP': 5, 'DET': 4, 'NOUN': 9, 'PUNCT': 6, 'PRON': 3, 'VERB': 4, 'ADV': 3, 'AUX': 2, 'ADJ': 6, 'CCONJ': 2}","['ADP', 'DET', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'ADP', 'DET', 'ADV', 'ADV', 'VERB', 'NOUN', 'PUNCT', 'AUX', 'PRON', 'ADJ', 'CCONJ', 'ADJ', 'PUNCT', 'ADJ', 'NOUN', 'PUNCT', 'PUNCT', 'ADP', 'DET', 'ADV', 'ADJ', 'ADJ', 'NOUN', 'PUNCT', 'PRON', 'AUX', 'VERB', 'DET', 'NOUN', 'ADP', 'VERB', 'NOUN', 'CCONJ', 'NOUN', 'NOUN', 'ADP', 'ADJ', 'NOUN']",Long,High,Low
16,Bridging Cognition and Socioculturalism Within Conceptual Change Research- Unnecessary Foray or Unachievable Feat,"Although some of thesetheoretical orientations lean more heavily on the side of theindividual mind, as shown in Figure 1, either in terms of thesource or the location of knowledge (e.g., information pro - cessing or cognitive constructivism), others tend more to - ward the social end of the multidimensional space (e.g., so - cial constructivism or situated cognition)",58,25,"{'SCONJ': 2, 'PRON': 1, 'ADP': 8, 'ADJ': 9, 'NOUN': 14, 'VERB': 4, 'ADV': 6, 'DET': 4, 'PUNCT': 12, 'PROPN': 1, 'NUM': 1, 'CCONJ': 4, 'PART': 1}","['SCONJ', 'PRON', 'ADP', 'ADJ', 'NOUN', 'VERB', 'ADV', 'ADV', 'ADP', 'DET', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'PUNCT', 'SCONJ', 'VERB', 'ADP', 'PROPN', 'NUM', 'PUNCT', 'CCONJ', 'ADP', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'ADV', 'PUNCT', 'NOUN', 'ADV', 'PUNCT', 'ADJ', 'CCONJ', 'ADJ', 'NOUN', 'PUNCT', 'PUNCT', 'NOUN', 'VERB', 'ADJ', 'PART', 'PUNCT', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'ADV', 'PUNCT', 'ADV', 'PUNCT', 'ADJ', 'NOUN', 'CCONJ', 'ADJ', 'NOUN', 'PUNCT']",Long,High,High
17,Bridging Cognition and Socioculturalism Within Conceptual Change Research- Unnecessary Foray or Unachievable Feat,It is precisely these leanings that Greeno and van de Sande metaphorically depictwhen they describe a bridge that could be built more fromone side of the riverbank or the other,30,17,"{'PRON': 4, 'AUX': 3, 'ADV': 2, 'DET': 4, 'NOUN': 4, 'PROPN': 4, 'CCONJ': 2, 'VERB': 3, 'ADJ': 3, 'ADP': 1}","['PRON', 'AUX', 'ADV', 'DET', 'NOUN', 'PRON', 'PROPN', 'CCONJ', 'PROPN', 'PROPN', 'PROPN', 'ADV', 'VERB', 'PRON', 'VERB', 'DET', 'NOUN', 'PRON', 'AUX', 'AUX', 'VERB', 'ADJ', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'CCONJ', 'DET', 'ADJ']",Long,High,Low
18,Bridging Cognition and Socioculturalism Within Conceptual Change Research- Unnecessary Foray or Unachievable Feat,Regardless of the dis - proportionate contributions of the builders that bridge would eventually connect the cognitive and sociocultural sides ofthe epistemological debate,23,8,"{'ADV': 2, 'ADP': 2, 'DET': 3, 'NOUN': 6, 'PUNCT': 1, 'ADJ': 4, 'PRON': 1, 'AUX': 1, 'VERB': 2, 'CCONJ': 1}","['ADV', 'ADP', 'DET', 'NOUN', 'PUNCT', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'PRON', 'NOUN', 'AUX', 'ADV', 'VERB', 'DET', 'ADJ', 'CCONJ', 'ADJ', 'NOUN', 'VERB', 'ADJ', 'NOUN']",Long,High,Low
19,Bridging Cognition and Socioculturalism Within Conceptual Change Research- Unnecessary Foray or Unachievable Feat,It is this collection of more mod - erate theories that I place under the category of “soft perspec - tives.”68 ALEXANDER FIGURE 1 The epistemological positioning of learning theories.,30,12,"{'PRON': 2, 'AUX': 1, 'DET': 3, 'NOUN': 10, 'ADP': 4, 'ADJ': 3, 'PUNCT': 6, 'SCONJ': 1, 'VERB': 2, 'PROPN': 1, 'NUM': 1}","['PRON', 'AUX', 'DET', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'PUNCT', 'NOUN', 'NOUN', 'SCONJ', 'PRON', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'PUNCT', 'ADJ', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'PUNCT', 'PROPN', 'NOUN', 'NUM', 'DET', 'ADJ', 'NOUN', 'ADP', 'VERB', 'NOUN', 'PUNCT']",Long,High,Medium
20,Bridging Cognition and Socioculturalism Within Conceptual Change Research- Unnecessary Foray or Unachievable Feat,SOFT VERSUS HARD PERSPECTIVES Why engage in such theoretical sorting and sifting as the framework for the discussion of the articles presented in thisspecial issue,25,11,"{'ADJ': 5, 'NOUN': 7, 'SCONJ': 1, 'VERB': 3, 'ADP': 5, 'CCONJ': 1, 'DET': 3}","['ADJ', 'NOUN', 'ADJ', 'NOUN', 'SCONJ', 'VERB', 'ADP', 'ADJ', 'ADJ', 'NOUN', 'CCONJ', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'VERB', 'ADP', 'ADJ', 'NOUN']",Long,High,Medium
21,Bridging Cognition and Socioculturalism Within Conceptual Change Research- Unnecessary Foray or Unachievable Feat,It is to support my argument that those whorepresent the soft perspectives do not have to build bridgesbetween cognitive and sociocultural orientations,22,12,"{'PRON': 2, 'AUX': 3, 'PART': 3, 'VERB': 2, 'NOUN': 5, 'SCONJ': 1, 'DET': 2, 'ADJ': 3, 'CCONJ': 1}","['PRON', 'AUX', 'PART', 'VERB', 'PRON', 'NOUN', 'SCONJ', 'DET', 'NOUN', 'DET', 'ADJ', 'NOUN', 'AUX', 'PART', 'AUX', 'PART', 'VERB', 'NOUN', 'ADJ', 'CCONJ', 'ADJ', 'NOUN']",Long,High,Medium
22,Bridging Cognition and Socioculturalism Within Conceptual Change Research- Unnecessary Foray or Unachievable Feat,That is be - cause those orientations could not exist without the acknowl - edgment of the other bank of the river,22,13,"{'PRON': 1, 'AUX': 3, 'PUNCT': 2, 'VERB': 2, 'DET': 4, 'NOUN': 5, 'PART': 1, 'ADP': 3, 'ADJ': 1}","['PRON', 'AUX', 'AUX', 'PUNCT', 'VERB', 'DET', 'NOUN', 'AUX', 'PART', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN']",Long,High,Low
23,Bridging Cognition and Socioculturalism Within Conceptual Change Research- Unnecessary Foray or Unachievable Feat,To extend Greeno and van de Sande’s metaphor: A river without two banks ceasesto be a river,17,8,"{'PART': 2, 'VERB': 1, 'PROPN': 4, 'CCONJ': 1, 'NOUN': 5, 'PUNCT': 1, 'DET': 2, 'ADP': 1, 'NUM': 1, 'AUX': 1}","['PART', 'VERB', 'PROPN', 'CCONJ', 'PROPN', 'PROPN', 'PROPN', 'PART', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'ADP', 'NUM', 'NOUN', 'NOUN', 'AUX', 'DET', 'NOUN']",Medium,High,Low
24,Bridging Cognition and Socioculturalism Within Conceptual Change Research- Unnecessary Foray or Unachievable Feat,"So, how are we to judge whether the stances to - ward knowledge taken by the authors in this special issue are indicative of the soft or hard perspective",29,16,"{'ADV': 1, 'PUNCT': 2, 'SCONJ': 2, 'AUX': 2, 'PRON': 1, 'PART': 2, 'VERB': 2, 'DET': 4, 'NOUN': 6, 'ADP': 3, 'ADJ': 4, 'CCONJ': 1}","['ADV', 'PUNCT', 'SCONJ', 'AUX', 'PRON', 'PART', 'VERB', 'SCONJ', 'DET', 'NOUN', 'PART', 'PUNCT', 'NOUN', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'AUX', 'ADJ', 'ADP', 'DET', 'ADJ', 'CCONJ', 'ADJ', 'NOUN']",Long,High,High
25,Bridging Cognition and Socioculturalism Within Conceptual Change Research- Unnecessary Foray or Unachievable Feat,"One way is to sub - ject the ideas forwarded by the contributing authors to critical questions related to conceptualization, sociocultural influ - ences, and truth",26,9,"{'NUM': 1, 'NOUN': 9, 'AUX': 2, 'PUNCT': 4, 'VERB': 4, 'DET': 2, 'ADP': 3, 'ADJ': 2, 'CCONJ': 1}","['NUM', 'NOUN', 'AUX', 'AUX', 'NOUN', 'PUNCT', 'VERB', 'DET', 'NOUN', 'VERB', 'ADP', 'DET', 'VERB', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'VERB', 'ADP', 'NOUN', 'PUNCT', 'ADJ', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'CCONJ', 'NOUN']",Long,High,Low
26,Bridging Cognition and Socioculturalism Within Conceptual Change Research- Unnecessary Foray or Unachievable Feat,"First, we can begin to triangulate these authors’ positions by ascertaining whether their perspectives allow for concep - tualization at all",21,11,"{'ADV': 3, 'PUNCT': 2, 'PRON': 2, 'AUX': 1, 'VERB': 4, 'PART': 2, 'DET': 1, 'NOUN': 5, 'ADP': 2, 'SCONJ': 1}","['ADV', 'PUNCT', 'PRON', 'AUX', 'VERB', 'PART', 'VERB', 'DET', 'NOUN', 'PART', 'NOUN', 'ADP', 'VERB', 'SCONJ', 'PRON', 'NOUN', 'VERB', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'ADV', 'ADV']",Long,High,Medium
27,Bridging Cognition and Socioculturalism Within Conceptual Change Research- Unnecessary Foray or Unachievable Feat,"If there is no place for the existence of a concept or the formation of concepts in any manner, thenthere is no reason to even hope for a theoretical bridging.Second, beyond the minimal test of whether there is accep - tance of conceptualization, it becomes essential to considerwhether there is a “reality” or “truth” to which a person’s orgroup’s understanding can be judged",63,40,"{'SCONJ': 2, 'PRON': 5, 'VERB': 7, 'DET': 10, 'NOUN': 17, 'ADP': 9, 'CCONJ': 2, 'PUNCT': 9, 'ADV': 3, 'AUX': 3, 'PART': 4, 'ADJ': 3}","['SCONJ', 'PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'ADV', 'AUX', 'DET', 'NOUN', 'PART', 'ADV', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'ADV', 'PUNCT', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'SCONJ', 'PRON', 'VERB', 'NOUN', 'PUNCT', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'ADJ', 'PART', 'VERB', 'PRON', 'VERB', 'DET', 'PUNCT', 'NOUN', 'PUNCT', 'CCONJ', 'PUNCT', 'NOUN', 'PUNCT', 'ADP', 'PRON', 'DET', 'NOUN', 'PART', 'NOUN', 'PART', 'NOUN', 'AUX', 'AUX', 'VERB']",Long,High,High
